round,alive_nodes,dead_nodes,residual_energy,energy_consumed_round,throughput_round,cumulative_throughput
572,11,43,1.709585,0.005107,1,12862
573,11,43,1.698738,0.010847,2,12864
574,11,43,1.682799,0.015939,3,12867
575,10,44,1.673387,0.011057,3,12870
576,10,44,1.663021,0.010367,2,12872
577,10,44,1.657431,0.00559,1,12873
578,10,44,1.651596,0.005835,2,12875
579,10,44,1.646237,0.005359,2,12877
580,10,44,1.641156,0.00508,1,12878
581,10,44,1.631446,0.00971,2,12880
582,10,44,1.611413,0.020033,4,12884
583,10,44,1.596784,0.014628,3,12887
584,10,44,1.571324,0.02546,5,12892
585,10,44,1.561939,0.009385,2,12894
586,10,44,1.552229,0.00971,2,12896
587,10,44,1.541554,0.010675,2,12898
588,10,44,1.536449,0.005105,1,12899
589,10,44,1.536429,2e-05,0,12899
590,10,44,1.53165,0.004779,1,12900
591,10,44,1.517476,0.014173,3,12903
592,10,44,1.507435,0.010041,2,12905
593,10,44,1.501154,0.006281,4,12909
594,10,44,1.490776,0.010379,2,12911
595,10,44,1.484618,0.006158,3,12914
596,10,44,1.46948,0.015138,3,12917
597,9,45,1.463863,0.010848,3,12920
598,9,45,1.458534,0.005329,2,12922
599,9,45,1.453432,0.005103,1,12923
600,9,45,1.447601,0.005831,2,12925
601,9,45,1.432436,0.015165,3,12928
602,8,46,1.415794,0.020254,4,12932
603,8,46,1.395902,0.019892,4,12936
604,8,46,1.390275,0.005627,2,12938
605,8,46,1.380114,0.010161,2,12940
606,8,46,1.369952,0.010161,2,12942
607,8,46,1.360206,0.009747,2,12944
608,8,46,1.350044,0.010161,2,12946
609,8,46,1.344968,0.005076,1,12947
610,8,46,1.335261,0.009706,2,12949
611,8,46,1.335245,1.6e-05,0,12949
612,8,46,1.33047,0.004775,1,12950
613,8,46,1.315703,0.014767,3,12953
614,8,46,1.310928,0.004775,1,12954
615,8,46,1.300998,0.00993,2,12956
616,8,46,1.294846,0.006152,3,12959
617,8,46,1.284981,0.009865,2,12961
618,7,47,1.27937,0.010202,2,12963
619,7,47,1.274017,0.005353,2,12965
620,7,47,1.268366,0.005651,2,12967
621,7,47,1.263042,0.005324,2,12969
622,7,47,1.248573,0.014469,3,12972
623,7,47,1.238894,0.00968,2,12974
624,7,47,1.233819,0.005074,1,12975
625,7,47,1.219197,0.014622,3,12978
626,7,47,1.214577,0.004619,1,12979
627,7,47,1.209775,0.004803,1,12980
628,7,47,1.209761,1.4e-05,0,12980
629,7,47,1.200081,0.00968,2,12982
630,7,47,1.195278,0.004803,1,12983
631,7,47,1.18539,0.009888,2,12985
632,7,47,1.179306,0.006085,3,12988
633,7,47,1.179292,1.4e-05,0,12988
634,7,47,1.173179,0.006113,3,12991
635,7,47,1.15874,0.014439,3,12994
636,7,47,1.149035,0.009704,2,12996
637,7,47,1.14322,0.005815,3,12999
638,7,47,1.133361,0.009858,2,13001
639,7,47,1.123498,0.009863,2,13003
640,7,47,1.118696,0.004803,1,13004
641,7,47,1.114076,0.004619,1,13005
642,7,47,1.107966,0.00611,3,13008
643,7,47,1.107952,1.4e-05,0,13008
644,7,47,1.107938,1.4e-05,0,13008
645,6,48,1.102529,0.005627,2,13010
646,6,48,1.092969,0.00956,2,13012
647,6,48,1.092957,1.2e-05,0,13012
648,6,48,1.078466,0.014491,3,13015
649,6,48,1.068906,0.00956,2,13017
650,6,48,1.063809,0.005097,1,13018
651,6,48,1.063797,1.2e-05,0,13018
652,6,48,1.05918,0.004617,1,13019
